x,USD Growth,JPY Growth
30/05/08,-0.10%,0.70%
29/05/08,0.30%,0.00%
28/05/08,0.70%,0.20%
27/05/08,0.70%,-0.30%
26/05/08,0.00%,-0.40%
23/05/08,-0.10%,0.00%
22/05/08,0.10%,-0.20%
21/05/08,0.00%,0.10%
20/05/08,-0.70%,0.00%
19/05/08,-0.40%,-0.50%
16/05/08,-0.50%,0.20%
15/05/08,-0.20%,0.20%
14/05/08,-0.20%,-0.10%
13/05/08,0.20%,-1.10%
12/05/08,-0.30%,-0.20%
09/05/08,0.20%,-1.00%
08/05/08,-0.70%,0.80%
07/05/08,0.50%,1.50%
06/05/08,0.60%,-0.20%
05/05/08,-0.40%,0.30%
02/05/08,0.00%,-0.50%
30/04/08,0.50%,0.40%
29/04/08,0.20%,-0.50%
28/04/08,0.40%,1.10%
25/04/08,-0.20%,-0.30%
24/04/08,1.10%,0.00%
23/04/08,1.10%,0.80%
22/04/08,-0.10%,0.10%
21/04/08,-0.20%,0.00%
18/04/08,-0.70%,-0.30%
17/04/08,0.60%,-0.80%
16/04/08,0.40%,-0.80%
15/04/08,-0.60%,-1.00%
14/04/08,0.30%,-0.30%
11/04/08,-0.20%,0.30%
10/04/08,0.30%,-0.40%
09/04/08,-0.90%,1.40%
08/04/08,-0.20%,-0.40%
07/04/08,0.00%,0.20%
04/04/08,0.20%,-0.20%
03/04/08,-1.20%,-0.70%
02/04/08,0.70%,-0.20%
01/04/08,0.20%,-1.20%
31/03/08,1.00%,-0.10%
28/03/08,-0.10%,0.30%
27/03/08,-0.10%,-0.20%
26/03/08,-0.50%,-1.00%
25/03/08,-0.90%,0.00%
20/03/08,-0.90%,-1.70%
19/03/08,1.70%,1.90%
18/03/08,0.50%,-1.10%
17/03/08,0.00%,-1.20%
14/03/08,-1.30%,3.00%
13/03/08,0.10%,-0.40%
12/03/08,-0.60%,1.30%
11/03/08,-0.60%,-0.10%
10/03/08,-0.30%,-0.90%
07/03/08,0.50%,0.40%
06/03/08,-0.60%,0.70%
05/03/08,-0.80%,-0.60%
04/03/08,0.10%,-0.60%
03/03/08,0.00%,0.00%
29/02/08,-0.20%,0.80%
28/02/08,-0.30%,1.60%
27/02/08,-0.50%,-0.40%
26/02/08,-1.10%,0.30%
25/02/08,-0.40%,-0.50%
22/02/08,0.20%,-0.60%
21/02/08,-0.80%,0.30%
20/02/08,-0.50%,-0.60%
19/02/08,0.60%,0.20%
18/02/08,-0.70%,-0.20%
15/02/08,0.30%,-0.40%
14/02/08,-0.30%,0.30%
13/02/08,-0.30%,-0.90%
12/02/08,-0.30%,-0.40%
11/02/08,0.00%,-0.50%
08/02/08,-0.20%,0.30%
07/02/08,0.40%,-0.80%
06/02/08,0.40%,0.60%
05/02/08,0.50%,1.40%
04/02/08,1.00%,0.40%
01/02/08,0.40%,0.00%
31/01/08,-0.10%,-0.40%
30/01/08,-0.40%,0.30%
29/01/08,-0.20%,-0.20%
28/01/08,-0.10%,-0.20%
25/01/08,-0.30%,0.40%
24/01/08,-0.30%,-1.30%
23/01/08,-0.60%,-1.80%
22/01/08,-0.50%,0.40%
21/01/08,-0.10%,-0.20%
18/01/08,1.30%,2.50%
17/01/08,0.10%,-0.40%
16/01/08,0.70%,0.10%
15/01/08,0.60%,1.70%
14/01/08,0.10%,0.30%
11/01/08,-0.70%,0.40%
10/01/08,-0.90%,-0.10%
09/01/08,0.10%,-0.30%
08/01/08,0.20%,0.40%
07/01/08,0.10%,-0.40%
04/01/08,0.00%,0.10%
03/01/08,0.20%,-0.10%
02/01/08,-0.40%,2.00%
31/12/07,0.20%,0.70%
28/12/07,-0.20%,0.70%
27/12/07,-1.20%,0.10%
24/12/07,-0.80%,-1.20%
21/12/07,-0.10%,-0.60%
20/12/07,-0.20%,-0.60%
19/12/07,0.30%,0.10%
18/12/07,0.20%,0.60%
17/12/07,-0.20%,-0.20%
14/12/07,0.80%,0.50%
13/12/07,1.20%,0.10%
12/12/07,-0.10%,-0.50%
11/12/07,0.00%,0.50%
10/12/07,0.30%,0.20%
07/12/07,-0.50%,-0.70%
06/12/07,-0.60%,-1.10%
05/12/07,1.10%,0.50%
04/12/07,0.10%,-0.30%
03/12/07,-0.50%,0.00%
30/11/07,0.60%,1.00%
29/11/07,-0.20%,-0.70%
28/11/07,0.10%,-0.10%
27/11/07,0.90%,-1.20%
26/11/07,-0.20%,0.50%
23/11/07,-0.20%,-0.70%
22/11/07,0.10%,0.80%
21/11/07,-0.10%,-0.20%
20/11/07,-0.20%,1.20%
19/11/07,-0.90%,-0.80%
16/11/07,0.00%,0.20%
15/11/07,-0.10%,0.00%
14/11/07,0.40%,0.80%
13/11/07,-0.60%,-1.40%
12/11/07,-0.20%,-0.90%
09/11/07,0.70%,2.30%
08/11/07,-0.10%,1.60%
07/11/07,0.40%,0.10%
06/11/07,-1.20%,0.50%
05/11/07,-0.40%,-0.90%
02/11/07,-0.10%,0.90%
01/11/07,-0.40%,-0.40%
31/10/07,0.20%,0.10%
30/10/07,-0.30%,-0.60%
29/10/07,-0.10%,-0.10%
26/10/07,0.00%,-0.40%
25/10/07,-0.50%,-0.50%
24/10/07,-0.60%,-0.60%
23/10/07,0.20%,0.50%
22/10/07,-0.60%,-1.30%
19/10/07,0.90%,2.10%
18/10/07,0.10%,0.10%
17/10/07,-0.70%,0.80%
16/10/07,-0.40%,-0.70%
15/10/07,0.50%,1.40%
12/10/07,-0.40%,-0.60%
11/10/07,0.20%,0.30%
10/10/07,-0.40%,-0.50%
09/10/07,-0.80%,-0.90%
08/10/07,0.40%,0.60%
05/10/07,0.30%,-0.50%
04/10/07,-0.20%,-0.10%
03/10/07,0.60%,0.20%
02/10/07,-0.20%,-0.60%
01/10/07,0.50%,0.50%
28/09/07,-0.40%,-0.70%
27/09/07,0.00%,-0.20%
26/09/07,-0.40%,-0.20%
25/09/07,-0.10%,-1.00%
24/09/07,0.00%,0.70%
21/09/07,-0.50%,0.10%
20/09/07,-0.10%,-0.60%
19/09/07,-0.40%,0.20%
18/09/07,-0.80%,-1.00%
17/09/07,0.10%,-0.40%
14/09/07,-0.10%,-0.20%
13/09/07,0.30%,0.20%
12/09/07,-0.10%,-0.90%
11/09/07,-0.40%,-0.50%
10/09/07,-0.20%,-0.40%
07/09/07,-0.70%,0.70%
06/09/07,-0.20%,-0.30%
05/09/07,-0.60%,-0.10%
04/09/07,-0.10%,-0.20%
03/09/07,0.40%,0.70%
31/08/07,0.50%,0.90%
30/08/07,-0.70%,-1.20%
29/08/07,0.20%,-0.50%
28/08/07,0.20%,0.70%
27/08/07,0.00%,0.70%
24/08/07,-0.30%,-0.60%
23/08/07,-0.30%,0.40%
22/08/07,-0.60%,-1.90%
21/08/07,0.10%,-0.20%
20/08/07,-0.20%,0.10%
17/08/07,-0.20%,-1.50%
16/08/07,-0.40%,0.30%
15/08/07,0.50%,2.70%
14/08/07,0.90%,2.10%
13/08/07,0.40%,0.50%
10/08/07,0.00%,-0.70%
09/08/07,0.60%,1.40%
08/08/07,0.50%,1.10%
07/08/07,0.00%,-0.50%
06/08/07,0.20%,-0.50%
03/08/07,-0.90%,0.20%
02/08/07,-0.20%,-0.30%
01/08/07,0.00%,-0.60%
31/07/07,0.30%,1.00%
30/07/07,-0.40%,-1.20%
27/07/07,-0.10%,0.30%
26/07/07,0.50%,1.50%
25/07/07,0.20%,0.60%
24/07/07,0.70%,1.00%
23/07/07,-0.10%,0.20%
20/07/07,-0.10%,0.50%
19/07/07,0.10%,0.10%
18/07/07,-0.30%,-0.20%
17/07/07,-0.10%,-0.10%
16/07/07,0.10%,-0.10%
13/07/07,0.00%,0.50%
12/07/07,0.00%,-0.20%
11/07/07,-0.30%,-0.60%
10/07/07,-0.60%,0.30%
09/07/07,-0.30%,0.20%
06/07/07,-0.20%,-0.30%
05/07/07,0.30%,-0.30%
04/07/07,-0.20%,-0.10%
03/07/07,-0.10%,-0.10%
02/07/07,-0.10%,0.00%
29/06/07,-0.60%,0.00%
28/06/07,-0.30%,-0.60%
27/06/07,-0.20%,-0.60%
26/06/07,0.20%,0.70%
25/06/07,0.00%,0.30%
22/06/07,-0.10%,0.30%
21/06/07,-0.30%,-0.70%
20/06/07,0.20%,0.20%
19/06/07,-0.20%,-0.30%
18/06/07,0.00%,0.00%
15/06/07,-0.70%,-0.60%
14/06/07,-0.10%,-0.50%
13/06/07,-0.10%,-0.60%
12/06/07,0.40%,0.00%
11/06/07,0.10%,0.00%
08/06/07,0.00%,-0.10%
07/06/07,0.90%,0.60%
06/06/07,0.30%,0.10%
05/06/07,0.10%,0.50%
04/06/07,-0.40%,0.00%
01/06/07,-0.30%,-0.30%
31/05/07,0.10%,-0.20%
30/05/07,-0.20%,-0.20%
29/05/07,0.70%,0.60%
28/05/07,-0.40%,-0.30%
25/05/07,-0.10%,-0.10%
24/05/07,0.10%,-0.20%
23/05/07,0.30%,0.40%
22/05/07,-0.30%,-0.20%
21/05/07,-0.10%,-0.10%
18/05/07,0.20%,-0.20%
17/05/07,0.30%,0.50%
16/05/07,0.40%,-0.10%
15/05/07,-0.30%,-0.30%
14/05/07,0.10%,0.00%
11/05/07,-0.50%,-1.00%
10/05/07,0.30%,0.90%
09/05/07,0.10%,-0.30%
08/05/07,0.20%,0.00%
07/05/07,0.40%,0.60%
04/05/07,-0.40%,-0.10%
03/05/07,0.40%,0.20%
02/05/07,-0.20%,-0.10%
30/04/07,0.10%,-0.30%
27/04/07,0.30%,0.00%
26/04/07,-0.30%,-0.30%
25/04/07,0.40%,-0.20%
24/04/07,-0.50%,-0.30%
23/04/07,-0.20%,-0.30%
20/04/07,0.40%,0.30%
19/04/07,0.00%,-0.80%
18/04/07,-0.20%,0.40%
17/04/07,-0.20%,0.60%
16/04/07,0.00%,0.10%
13/04/07,-0.10%,-0.90%
12/04/07,-0.50%,0.00%
11/04/07,-0.40%,-0.40%
10/04/07,0.10%,0.00%
05/04/07,-0.40%,-0.70%
04/04/07,-0.20%,-0.20%
03/04/07,0.00%,-0.10%
02/04/07,0.10%,-0.70%
30/03/07,-0.40%,0.00%
29/03/07,0.30%,-0.40%
28/03/07,0.00%,-0.20%
27/03/07,0.00%,1.00%
26/03/07,-0.60%,-0.50%
23/03/07,0.50%,-0.30%
22/03/07,0.20%,0.40%
21/03/07,-0.40%,-0.40%
20/03/07,0.00%,-0.30%
19/03/07,0.10%,0.00%
16/03/07,0.20%,-0.40%
15/03/07,-0.70%,-0.30%
14/03/07,-0.30%,-0.90%
13/03/07,0.30%,0.30%
12/03/07,-0.50%,0.20%
09/03/07,0.00%,-0.10%
08/03/07,0.00%,-0.20%
07/03/07,-0.10%,-0.80%
06/03/07,-0.30%,-0.10%
05/03/07,-0.10%,-1.20%
02/03/07,0.60%,2.00%
01/03/07,0.50%,1.00%
28/02/07,-0.10%,0.70%
27/02/07,0.10%,0.80%
26/02/07,-0.50%,0.60%
23/02/07,-0.20%,0.40%
22/02/07,-0.20%,-0.20%
21/02/07,0.30%,-0.10%
20/02/07,0.00%,-0.60%
19/02/07,-0.10%,-0.60%
16/02/07,-0.10%,-0.50%
15/02/07,0.10%,1.00%
14/02/07,-0.40%,0.50%
13/02/07,-0.50%,-0.40%
12/02/07,-0.50%,0.00%
09/02/07,0.40%,0.10%
08/02/07,-0.10%,-0.20%
07/02/07,0.00%,-0.60%
06/02/07,-0.20%,-0.80%
05/02/07,-0.20%,0.20%
02/02/07,0.70%,1.10%
01/02/07,0.00%,-0.50%
31/01/07,-0.50%,0.30%
30/01/07,0.10%,0.50%
29/01/07,-0.40%,-0.20%
26/01/07,-0.20%,-0.60%
25/01/07,0.60%,0.10%
24/01/07,0.20%,0.80%
23/01/07,0.30%,0.00%
22/01/07,-0.80%,-0.30%
19/01/07,0.20%,-0.30%
18/01/07,-0.30%,-0.20%
17/01/07,-0.10%,-0.70%
16/01/07,0.30%,0.30%
15/01/07,-0.10%,-0.20%
12/01/07,-0.40%,-0.50%
11/01/07,0.70%,0.60%
10/01/07,0.00%,-0.70%
09/01/07,0.20%,0.20%
08/01/07,-0.10%,-0.50%
05/01/07,0.60%,0.10%
04/01/07,0.20%,1.00%
03/01/07,1.00%,1.10%
02/01/07,0.30%,0.00%
29/12/06,-0.80%,-0.50%
28/12/06,0.00%,-0.20%
27/12/06,-0.10%,-0.30%
22/12/06,0.30%,0.10%
21/12/06,-0.10%,-0.30%
20/12/06,0.20%,0.10%
19/12/06,-0.30%,-0.30%
18/12/06,-0.50%,-0.70%
15/12/06,0.10%,0.50%
14/12/06,0.70%,0.00%
13/12/06,0.60%,0.20%
12/12/06,-0.20%,-0.30%
11/12/06,-0.50%,-0.40%
08/12/06,0.80%,-0.60%
07/12/06,0.20%,-0.40%
06/12/06,-0.20%,-0.10%
05/12/06,0.40%,0.10%
04/12/06,-0.20%,0.80%
01/12/06,-0.50%,-0.10%
30/11/06,-0.30%,-0.30%
29/11/06,-0.30%,-0.20%
28/11/06,-0.10%,0.00%
27/11/06,-0.30%,-0.50%
24/11/06,-0.30%,-0.60%
23/11/06,-1.00%,-0.50%
22/11/06,-0.50%,0.10%
21/11/06,-0.60%,0.30%
20/11/06,0.20%,0.20%
17/11/06,-0.50%,-0.30%
16/11/06,0.20%,0.00%
15/11/06,-0.10%,-0.10%
14/11/06,0.30%,-0.10%
13/11/06,0.00%,0.30%
10/11/06,0.30%,-0.10%
09/11/06,-0.50%,0.00%
08/11/06,-0.20%,-0.50%
07/11/06,-0.20%,0.00%
06/11/06,-0.40%,0.10%
03/11/06,0.50%,-0.60%
02/11/06,0.10%,-0.10%
01/11/06,-0.10%,-0.10%
31/10/06,-0.50%,0.20%
30/10/06,0.20%,-0.30%
27/10/06,-0.30%,0.70%
26/10/06,-0.20%,0.10%
25/10/06,-0.60%,-0.30%
24/10/06,-0.30%,0.00%
23/10/06,0.10%,-0.20%
20/10/06,0.50%,-0.30%
19/10/06,-0.50%,-0.10%
18/10/06,-0.10%,-0.20%
17/10/06,-0.20%,-0.10%
16/10/06,-0.10%,0.30%
13/10/06,0.30%,0.50%
12/10/06,-0.20%,0.00%
11/10/06,0.10%,0.10%
10/10/06,0.00%,0.00%
09/10/06,0.50%,0.10%
06/10/06,0.50%,-0.40%
05/10/06,0.50%,0.00%
04/10/06,-0.30%,0.20%
03/10/06,0.40%,0.00%
02/10/06,-0.40%,0.10%
29/09/06,-0.20%,-0.40%
28/09/06,0.40%,0.20%
27/09/06,-0.20%,-0.40%
26/09/06,0.10%,-0.70%
25/09/06,0.60%,0.60%
22/09/06,0.40%,0.10%
21/09/06,-0.70%,0.00%
20/09/06,-0.40%,-0.10%
19/09/06,-0.20%,0.10%
18/09/06,0.10%,0.40%
15/09/06,0.10%,-0.30%
14/09/06,0.40%,0.30%
13/09/06,-0.40%,-0.20%
12/09/06,0.30%,0.20%
11/09/06,0.00%,-0.20%
08/09/06,0.00%,-0.80%
07/09/06,0.10%,0.10%
06/09/06,0.50%,0.80%
05/09/06,0.10%,-0.50%
04/09/06,0.30%,0.50%
01/09/06,-0.30%,0.70%
31/08/06,0.30%,0.20%
30/08/06,-0.30%,-0.30%
29/08/06,-0.10%,-0.40%
28/08/06,-0.10%,0.20%
25/08/06,-0.30%,-0.10%
24/08/06,0.50%,-0.20%
23/08/06,-0.10%,-0.10%
22/08/06,0.00%,0.10%
21/08/06,0.80%,0.20%
18/08/06,-0.90%,-0.70%
17/08/06,0.60%,0.20%
16/08/06,-0.70%,0.10%
15/08/06,-0.50%,-0.20%
14/08/06,-0.10%,0.00%
11/08/06,0.40%,-0.10%
10/08/06,0.60%,-0.40%
09/08/06,0.20%,0.40%
08/08/06,-0.30%,-0.30%
07/08/06,0.10%,0.10%
04/08/06,-0.50%,-0.10%
03/08/06,-0.10%,-0.60%
02/08/06,0.10%,0.00%
01/08/06,-0.30%,-0.30%
31/07/06,0.10%,-0.40%
28/07/06,-0.80%,0.50%
27/07/06,0.60%,0.50%
26/07/06,-1.20%,-0.10%
25/07/06,0.40%,0.30%
24/07/06,0.00%,-0.10%
21/07/06,0.40%,-0.20%
20/07/06,-0.30%,0.50%
19/07/06,-1.30%,-0.50%
18/07/06,0.40%,-0.20%
17/07/06,0.10%,0.00%
14/07/06,1.00%,0.10%
13/07/06,0.20%,-0.30%
12/07/06,0.20%,0.20%
11/07/06,0.10%,-0.60%
10/07/06,0.10%,-0.40%
07/07/06,0.20%,1.00%
06/07/06,-0.30%,0.30%
05/07/06,0.50%,-0.20%
04/07/06,0.00%,-0.10%
03/07/06,0.00%,0.10%
30/06/06,-0.60%,-0.60%
29/06/06,-1.40%,0.20%
28/06/06,0.30%,0.10%
27/06/06,0.00%,0.20%
26/06/06,0.00%,-0.20%
23/06/06,-0.50%,-0.40%
22/06/06,0.60%,0.00%
21/06/06,0.40%,-0.20%
20/06/06,-0.70%,-0.50%
19/06/06,0.40%,0.70%
16/06/06,0.50%,0.00%
15/06/06,-0.30%,-0.40%
14/06/06,-0.40%,-0.10%
13/06/06,0.10%,-0.40%
12/06/06,0.00%,-0.20%
09/06/06,0.70%,0.30%
08/06/06,0.60%,1.00%
07/06/06,0.40%,-0.50%
06/06/06,0.50%,-0.10%
05/06/06,0.90%,-0.10%
02/06/06,-1.10%,0.00%
01/06/06,-0.60%,-0.30%
31/05/06,1.00%,0.10%
30/05/06,-0.20%,-0.20%
29/05/06,-0.60%,-0.60%
26/05/06,0.30%,0.20%
25/05/06,-0.30%,-0.30%
24/05/06,0.80%,0.50%
23/05/06,-0.10%,-0.60%
22/05/06,-0.70%,0.40%
19/05/06,0.10%,-0.60%
18/05/06,0.00%,-0.50%
17/05/06,0.90%,-0.70%
16/05/06,-0.50%,0.30%
15/05/06,0.10%,0.00%
12/05/06,0.70%,0.20%
11/05/06,-1.50%,-0.10%
10/05/06,0.50%,-0.10%
09/05/06,-0.60%,0.20%
08/05/06,0.50%,0.20%
05/05/06,-0.50%,1.90%
04/05/06,-0.80%,-0.60%
03/05/06,0.20%,-0.20%
02/05/06,0.20%,0.10%
28/04/06,-0.80%,-0.10%
27/04/06,-1.00%,-0.40%
26/04/06,0.10%,0.10%
25/04/06,0.00%,-0.50%
24/04/06,-0.50%,0.00%
21/04/06,-0.40%,1.50%
20/04/06,0.30%,0.60%
19/04/06,0.00%,-0.50%
18/04/06,-0.80%,0.00%
13/04/06,-1.30%,-0.70%
12/04/06,0.30%,-0.20%
11/04/06,-0.20%,0.40%
10/04/06,0.00%,-0.40%
07/04/06,0.70%,0.20%
06/04/06,1.10%,0.90%
05/04/06,-0.40%,-0.40%
04/04/06,-0.40%,-0.30%
03/04/06,-1.30%,-0.60%
31/03/06,0.30%,-0.20%
30/03/06,-0.10%,-0.40%
29/03/06,-0.70%,-0.20%
28/03/06,0.60%,-0.30%
27/03/06,-0.50%,-0.70%
24/03/06,-0.50%,1.00%
23/03/06,0.70%,-0.30%
22/03/06,0.10%,0.20%
21/03/06,0.60%,0.20%
20/03/06,0.20%,-0.40%
17/03/06,0.10%,0.30%
16/03/06,-1.00%,0.40%
15/03/06,-0.40%,-0.50%
14/03/06,-0.60%,0.00%
13/03/06,-0.20%,0.40%
10/03/06,0.00%,-0.60%
09/03/06,0.00%,-0.70%
08/03/06,-0.10%,0.20%
07/03/06,0.00%,0.00%
06/03/06,0.90%,0.50%
03/03/06,0.00%,-0.80%
02/03/06,-0.80%,-0.90%
01/03/06,0.30%,-0.10%
28/02/06,-0.70%,-0.30%
27/02/06,-0.20%,-0.30%
24/02/06,0.40%,1.00%
23/02/06,0.50%,0.60%
22/02/06,-0.70%,0.70%
21/02/06,0.30%,0.50%
20/02/06,0.20%,-0.40%
17/02/06,-0.60%,-0.20%
16/02/06,0.00%,-0.50%
15/02/06,0.40%,-0.10%
14/02/06,-0.10%,-0.30%
13/02/06,-0.10%,0.60%
10/02/06,0.70%,0.30%
09/02/06,0.00%,0.80%
08/02/06,-0.20%,-0.30%
07/02/06,0.20%,-0.20%
06/02/06,0.10%,0.70%
03/02/06,0.70%,0.50%
02/02/06,0.00%,0.00%
01/02/06,0.20%,-0.60%
31/01/06,0.20%,0.00%
30/01/06,-0.30%,-0.10%
27/01/06,0.70%,0.10%
26/01/06,0.70%,-0.20%
25/01/06,0.30%,-0.50%
24/01/06,-0.20%,-0.50%
23/01/06,0.00%,-0.10%
20/01/06,-1.70%,-0.90%
19/01/06,0.00%,-0.10%
18/01/06,0.40%,0.30%
17/01/06,-0.40%,-0.20%
16/01/06,0.30%,0.00%
13/01/06,-0.60%,-0.80%
12/01/06,0.60%,-0.50%
11/01/06,-0.20%,0.60%
10/01/06,-0.20%,-0.10%
09/01/06,0.10%,-0.20%
06/01/06,0.10%,1.70%
05/01/06,0.00%,0.10%
04/01/06,0.00%,-0.10%
03/01/06,-1.70%,-0.50%
02/01/06,-0.40%,0.10%
30/12/05,-0.20%,-0.50%
29/12/05,0.20%,0.40%
28/12/05,0.80%,0.10%
27/12/05,-0.50%,-0.70%
23/12/05,0.10%,-0.20%
22/12/05,-0.30%,0.40%
21/12/05,0.40%,0.20%
20/12/05,0.70%,0.10%
19/12/05,0.20%,-0.10%
16/12/05,0.10%,0.00%
15/12/05,0.10%,0.00%
14/12/05,0.20%,2.10%
13/12/05,-0.80%,0.90%
12/12/05,0.00%,0.00%
09/12/05,-1.20%,-1.00%
08/12/05,-0.20%,-0.10%
07/12/05,-0.50%,-0.10%
06/12/05,0.60%,0.70%
05/12/05,-0.10%,-0.30%
02/12/05,-0.60%,-0.60%
01/12/05,0.40%,-0.10%
30/11/05,0.20%,-0.30%
29/11/05,0.20%,-0.20%
28/11/05,-0.60%,-0.10%
25/11/05,0.30%,0.00%
24/11/05,0.20%,-0.30%
23/11/05,-0.10%,-0.20%
22/11/05,-0.60%,0.00%
21/11/05,0.90%,0.50%
18/11/05,-1.10%,-0.80%
17/11/05,0.10%,-0.30%
16/11/05,-0.10%,0.40%
15/11/05,-0.10%,-0.20%
14/11/05,0.40%,0.00%
11/11/05,-0.10%,-0.70%
10/11/05,0.60%,0.20%
09/11/05,-0.20%,-0.50%
08/11/05,0.00%,0.40%
07/11/05,0.70%,0.70%
04/11/05,0.90%,0.90%
03/11/05,0.90%,0.20%
02/11/05,-0.40%,-0.40%
01/11/05,0.10%,-0.20%
31/10/05,0.10%,-0.30%
28/10/05,1.00%,0.30%
27/10/05,-0.10%,-0.10%
26/10/05,-0.60%,-0.20%
25/10/05,-0.30%,-0.60%
24/10/05,-0.60%,-0.50%
21/10/05,0.60%,0.50%
20/10/05,-0.50%,-0.50%
19/10/05,0.00%,-0.10%
18/10/05,-0.10%,0.20%
17/10/05,0.70%,-0.20%
14/10/05,-0.20%,-0.20%
13/10/05,-0.20%,-0.10%
12/10/05,0.20%,0.00%
11/10/05,0.10%,-0.20%
10/10/05,0.50%,0.50%
07/10/05,0.50%,-0.10%
06/10/05,-0.70%,-0.40%
05/10/05,-0.90%,-0.90%
04/10/05,-0.10%,0.30%
03/10/05,0.00%,-0.30%
30/09/05,0.90%,0.10%
29/09/05,0.20%,-0.20%
28/09/05,-0.20%,0.10%
27/09/05,-0.30%,-0.10%
26/09/05,0.20%,-0.60%
23/09/05,0.70%,-0.10%
22/09/05,0.90%,0.60%
21/09/05,0.00%,0.00%
20/09/05,-0.60%,-0.40%
19/09/05,-0.10%,-0.10%
16/09/05,0.90%,0.30%
15/09/05,-0.20%,-0.70%
14/09/05,0.70%,0.40%
13/09/05,-0.30%,0.60%
12/09/05,0.30%,-0.70%
09/09/05,0.80%,1.10%
08/09/05,0.00%,0.40%
07/09/05,0.30%,-0.10%
06/09/05,0.30%,-0.20%
05/09/05,0.40%,0.00%
02/09/05,0.00%,0.70%
01/09/05,-1.20%,-0.50%
31/08/05,-1.50%,-0.60%
30/08/05,-0.10%,-0.20%
29/08/05,0.90%,-0.10%
26/08/05,0.10%,-0.60%
25/08/05,-0.30%,0.10%
24/08/05,-0.50%,-0.20%
23/08/05,0.20%,-0.10%
22/08/05,0.00%,-0.50%
19/08/05,-0.40%,0.40%
18/08/05,0.20%,0.20%
17/08/05,0.70%,0.00%
16/08/05,0.10%,-0.20%
15/08/05,0.50%,0.70%
12/08/05,0.70%,0.60%
11/08/05,-0.40%,0.50%
10/08/05,-0.20%,0.30%
09/08/05,-0.10%,0.90%
08/08/05,0.00%,-0.40%
05/08/05,0.10%,0.00%
04/08/05,-0.50%,-0.60%
03/08/05,-0.10%,-0.40%
02/08/05,-0.70%,-0.50%
01/08/05,0.00%,0.40%
29/07/05,-1.00%,-0.60%
28/07/05,0.10%,0.10%
27/07/05,-0.90%,-0.80%
26/07/05,0.00%,-0.30%
25/07/05,0.70%,0.20%
22/07/05,0.60%,0.10%
21/07/05,0.40%,0.20%
20/07/05,-1.00%,0.80%
19/07/05,-0.80%,-0.90%
18/07/05,0.70%,0.20%
15/07/05,0.20%,0.00%
14/07/05,0.00%,-0.10%
13/07/05,1.00%,0.30%
12/07/05,-0.10%,-0.30%
11/07/05,-1.30%,-0.70%
08/07/05,-0.80%,-0.40%
07/07/05,0.40%,-0.20%
06/07/05,-0.40%,-0.20%
05/07/05,-0.30%,-0.20%
04/07/05,0.10%,-0.30%
01/07/05,1.60%,1.20%
30/06/05,0.00%,-0.20%
29/06/05,-0.30%,-0.70%
28/06/05,0.30%,-0.10%
27/06/05,0.60%,0.00%
24/06/05,-0.70%,-0.70%
23/06/05,-0.10%,-0.80%
22/06/05,0.40%,0.70%
21/06/05,-0.20%,0.30%
20/06/05,1.00%,0.70%
17/06/05,-0.30%,-0.50%
16/06/05,-0.50%,-0.20%
15/06/05,-0.40%,-0.20%
14/06/05,0.30%,0.20%
13/06/05,-0.40%,-0.40%
10/06/05,1.40%,-0.20%
09/06/05,0.10%,0.00%
08/06/05,0.70%,0.20%
07/06/05,-0.30%,-0.40%
06/06/05,-0.10%,0.20%
03/06/05,0.10%,0.90%
02/06/05,-0.20%,0.10%
01/06/05,-0.30%,0.10%
31/05/05,0.80%,0.50%
30/05/05,1.10%,0.90%
27/05/05,0.60%,0.40%
26/05/05,-0.20%,0.20%
25/05/05,0.30%,-0.20%
24/05/05,0.40%,0.00%
23/05/05,-0.50%,0.00%
20/05/05,0.50%,0.40%
19/05/05,0.30%,-0.30%
18/05/05,-0.20%,-0.10%
17/05/05,0.10%,0.10%
16/05/05,-0.20%,0.10%
13/05/05,0.20%,-0.30%
12/05/05,1.10%,0.30%
11/05/05,0.90%,0.00%
10/05/05,-0.20%,0.10%
09/05/05,-0.20%,-0.30%
06/05/05,1.00%,0.20%
05/05/05,0.10%,-0.30%
04/05/05,0.00%,-0.10%
03/05/05,-0.70%,0.00%
02/05/05,0.10%,0.20%
29/04/05,0.70%,0.50%
28/04/05,-0.40%,0.30%
27/04/05,0.10%,0.50%
26/04/05,0.50%,0.10%
25/04/05,-0.10%,-0.20%
22/04/05,0.90%,1.20%
21/04/05,-0.10%,0.90%
20/04/05,-0.10%,-0.50%
19/04/05,-0.40%,0.00%
18/04/05,-0.20%,0.00%
15/04/05,-0.80%,-0.40%
14/04/05,-0.40%,-0.30%
13/04/05,0.80%,0.10%
12/04/05,0.50%,0.90%
11/04/05,-0.10%,-0.20%
08/04/05,-1.20%,-0.20%
07/04/05,0.80%,0.30%
06/04/05,-0.50%,-0.10%
05/04/05,-0.40%,-0.40%
04/04/05,0.60%,0.00%
01/04/05,0.60%,-0.10%
31/03/05,0.00%,-0.50%
30/03/05,-0.20%,0.50%
29/03/05,-0.10%,-0.40%
24/03/05,0.40%,-0.40%
23/03/05,0.50%,-0.30%
22/03/05,1.00%,0.50%
21/03/05,0.20%,0.50%
18/03/05,0.60%,0.10%
17/03/05,0.70%,0.30%
16/03/05,0.00%,-0.30%
15/03/05,0.10%,0.30%
14/03/05,-0.10%,0.30%
